split,MAE,MASE,MSE,RMSE,R2,MAPE (%)
train,1.4343102298417119,0.09021036275548651,4.824388295165552,2.196449019477928,0.9883441053853638,3.4404772455934025
test,3.9554982295861962,0.24877946398599854,28.727891957376677,5.359840665297494,0.9335704250053924,9.529056976853182
